case_id,label_1_dice,label_1_iou,label_2_dice,label_2_iou,label_4_dice,label_4_iou,WT_dice,WT_iou,TC_dice,TC_iou,ET_dice,ET_iou,gt_nonzero_voxels,pred_nonzero_voxels
BraTS2021_00115,0.0039453443127311656,0.0019765712835016183,0.001098755375376305,0.0005496796694339153,0.0,0.0,0.7536682524215657,0.6047091826762087,0.017352429455343724,0.008752150262679722,0.0,0.0,84845,86270
BraTS2021_00116,0.013516466364912322,0.006804217672108459,0.0027956717611887674,0.0013997925608613447,0.0,0.0,0.7847876576542611,0.6458029023465777,0.05067247692816357,0.025994850187264395,0.0,0.0,169918,172764
BraTS2021_00117,0.17035892666974092,0.09311057187826385,0.002506430974209731,0.001254788006868106,0.0,0.0,0.8538900276267077,0.7450332413202254,0.18033185601554153,0.09910150738841626,0.0,0.0,75085,65530
BraTS2021_00118,0.00022548376516888472,0.0001127545947497245,0.0012438302073049118,0.0006223021227416239,0.0,0.0,0.7927655258163409,0.6566789987938463,0.0030727115282547643,0.0015387197851386568,0.0,0.0,147090,143477
BraTS2021_00120,0.06673602572589299,0.034519872409535135,0.004799967457846767,0.002405757507797834,0.0,0.0,0.6881155242818102,0.5245244813992499,0.05384340596888321,0.027666533173138025,0.0,0.0,91560,90466
BraTS2021_00121,0.0037891365065716542,0.0018981644554025483,0.0001225740551582998,6.129078390911368e-05,0.0,0.0,0.7981200779066138,0.6640597477628882,0.009054093144343498,0.00454763392273315,0.0,0.0,66816,69448
BraTS2021_00122,0.12131715771226459,0.06457564575643465,0.021541212810916296,0.010887875426266121,0.0,0.0,0.6992655864485984,0.5375929007209013,0.0956087958302361,0.05020438847905601,0.0,0.0,43881,42836
BraTS2021_00123,0.00030636733443396895,0.00015320713604792812,0.00019593605569193112,9.797762652080883e-05,0.0,0.0,0.8335186596533981,0.7145580737757288,0.014011620468612204,0.007055237892136295,0.0,0.0,222999,226143
BraTS2021_00124,0.033934380145373415,0.0172600445288711,0.04151528068145401,0.021197653610439827,0.0,0.0,0.8608140102078194,0.7556395688862501,0.03903169135559818,0.019904294823907893,0.0,0.0,176056,187965
BraTS2021_00126,0.0,0.0,0.004296906227515759,0.0021530789028308328,0.0,0.0,0.7561653032597577,0.6079307043302976,0.009762984569688812,0.004905438143294681,0.0,0.0,154557,153980
